FICO,TotalAmtOwed,Volume,Stress,Num_Delinquent,Num_CreditLines,WomanOwned,CorpStructure,NAICS,Months
639,352408,88545,0.33166563141152333,4,11,1,Corp,445110,22
696,266702,92692,0.23977437822753492,4,11,1,Partner,459210,18
627,209051,334232,0.052122228472039386,5,12,0,Sole,445230,23
613,158083,209115,0.06299683587180897,5,9,0,LLC,459210,18
659,91535,42487,0.17953530883956662,4,11,0,Corp,722330,15
615,186479,116126,0.13381944324842557,5,9,1,Partner,459910,23
611,14661,6467,0.18892067419205197,5,12,0,Corp,445250,18
672,72030,27023,0.22212559671391038,4,9,1,LLC,445292,18
606,557761,197071,0.235854505905655,5,8,0,Sole,445320,21
671,25356,8190,0.257997557997558,4,12,1,Sole,445131,23
695,84118,25668,0.27309620279466,4,10,0,Partner,722511,10
702,55900,25215,0.18474453037213298,4,8,1,LLC,722410,17
699,311484,133226,0.19483434164502425,4,8,1,Sole,458210,19
795,417372,214282,0.16231414677854417,4,9,0,Corp,459310,22
850,178863,54808,0.2719539118376879,3,13,0,Sole,445230,13
678,17160,4881,0.29297275148535135,4,12,1,Sole,458210,17
706,190438,53068,0.2990471344941082,4,12,1,Partner,722513,12
639,106668,60665,0.14652600346163355,4,9,0,LLC,722511,16
637,220447,261640,0.07021320644142078,4,8,0,Partner,459910,17
640,116241,137935,0.07022691847609382,4,11,0,Sole,445131,17
671,15763,8038,0.16342166376378867,4,12,0,LLC,722410,22
658,44281,50504,0.07306516975553091,4,12,0,LLC,722330,14
681,241830,61782,0.326187239001651,4,11,1,Corp,458310,16
665,290689,88313,0.27429804596529767,4,12,0,LLC,445291,22
691,652410,395789,0.13736485854836794,4,8,1,Corp,445250,9
686,26723,12074,0.18443901496328197,4,8,0,Corp,445250,24
672,274536,103157,0.22177845420087827,4,11,0,Corp,459910,25
613,332808,82091,0.33784458710455473,5,10,0,Sole,458310,24
736,319034,165480,0.1606609056482153,4,9,0,Sole,444240,19
622,441113,257798,0.14258999940521908,5,8,0,Corp,445240,13
749,267296,602840,0.03694954990821224,4,9,1,Corp,722511,22
677,96105,69066,0.11595792430428865,4,8,0,Corp,445250,26
680,42575,36069,0.09836470838300664,4,10,0,Corp,445292,24
720,775227,397673,0.1624506818416136,4,8,1,Corp,722514,12
659,286528,158371,0.15076834353090737,4,9,0,LLC,445291,22
614,454373,206279,0.1835592409632908,5,8,0,Partner,459210,21
664,415060,202311,0.17096615277139324,4,11,1,Partner,445131,20
690,74987,35295,0.17704821268357182,4,8,0,Sole,722514,18
684,223085,161659,0.11499772154143394,4,9,1,Sole,445291,16
715,60765,14198,0.3566523454007607,4,8,0,Sole,441120,13
703,824936,135397,0.5077266606104025,4,11,1,Sole,722330,19
706,110127,31255,0.2936250199968005,4,12,0,Corp,459310,16
759,319785,267399,0.09965912363172637,4,10,1,Corp,445230,16
665,77834,28989,0.2237457886324698,4,12,0,Corp,445292,14
631,95240,21188,0.37458309735070167,5,9,0,Partner,459210,20
680,99740,39969,0.2079528301100019,4,9,0,Corp,445320,14
683,212929,63914,0.2776243598168372,4,11,1,LLC,722330,23
642,363606,246842,0.12275261098192367,4,11,0,LLC,722514,21
757,15043,5536,0.2264420761078998,4,11,1,Corp,722514,20
724,32868,15067,0.18178801353952345,4,9,0,Partner,445230,21
744,225249,149292,0.1257317873697184,4,10,0,Partner,445292,16
701,738584,1396600,0.0440703613537639,4,8,0,LLC,722513,30
794,168395,67939,0.2065517106031391,4,13,1,Partner,445110,22
676,338596,130569,0.21610285238711588,4,9,0,Sole,445110,20
596,79862,21635,0.30761112395038903,5,12,0,Sole,722330,10
641,60768,18917,0.2676957234233758,4,11,0,Sole,459210,14
738,247540,123716,0.16673941392651986,4,8,0,LLC,458210,25
776,978919,286928,0.28431029154817,4,13,1,LLC,445291,13
775,135537,122657,0.09208402292571968,4,11,1,LLC,444140,26
744,110406,167960,0.05477792331507502,4,11,1,Corp,444140,21
562,303169,155950,0.16200117559046703,5,12,0,Partner,444240,16
815,125375,55870,0.1870040570371696,4,12,1,Corp,445131,14
694,89624,30420,0.2455182993644532,4,8,1,Partner,459910,25
792,11659,11526,0.08429492741049223,4,13,0,Corp,722410,15
641,440076,147836,0.24806542384804783,4,11,0,Sole,441120,13
658,397540,104388,0.31735767840492524,4,12,0,Sole,445291,14
696,310477,136332,0.18977997339827282,4,10,0,Corp,459210,19
679,692540,467474,0.12345428123631831,4,12,0,LLC,722514,11
713,52880,61544,0.07160188916330865,4,12,1,Sole,444140,13
782,138037,92779,0.12398369602316617,4,11,1,Corp,459310,14
784,191226,66997,0.23785393375822797,4,11,0,Sole,445240,20
730,243996,128374,0.15838877031174536,4,10,0,LLC,459210,23
643,32542,10899,0.24881487598250607,4,9,0,Corp,441120,19
780,315084,222822,0.11783845401261994,4,9,1,Corp,444140,21
730,111412,24353,0.38123981987161065,4,9,0,LLC,444240,24
748,23278,9440,0.20549081920903953,4,11,1,Sole,445292,30
686,525409,216134,0.20257841585929717,4,8,1,Corp,445131,24
756,217192,306501,0.05905146584622344,4,13,0,Partner,722513,19
649,11155,8440,0.11014020537124802,4,9,0,Sole,458310,16
778,132284,46649,0.23631088912231057,4,10,1,Sole,445250,16
695,105088,12588,0.6956890159940685,4,11,0,Partner,722514,19
713,245032,75313,0.2711262774465674,4,10,1,Partner,458210,16
625,264877,160374,0.13763504890651435,5,10,0,LLC,445250,24
690,268049,243910,0.09158056933568393,4,8,1,Partner,445110,26
640,149816,52482,0.23788473508377475,4,10,0,Partner,445291,16
728,613618,128459,0.3980634547469102,4,11,1,Partner,441120,19
753,501790,172120,0.2429458129986831,4,10,1,Corp,458310,13
666,74780,28496,0.21868566348493357,4,8,0,Corp,458210,21
679,180459,92591,0.1624158935533691,4,9,1,Partner,459910,15
691,92494,39393,0.19566505047428054,4,9,0,LLC,722410,25
700,106289,34489,0.2568185991668841,4,11,0,Sole,458210,24
675,381625,241586,0.13163876769901126,4,11,1,Partner,459210,21
708,410003,130681,0.2614528253278339,4,11,1,Sole,722330,25
660,466658,650147,0.05981442145648087,4,11,0,Corp,445250,16
827,45599,11274,0.33705132753828865,4,11,1,Corp,445131,21
693,104572,26475,0.32915328926660375,4,10,0,Partner,722410,19
802,554288,165578,0.2789662072658606,4,12,1,Sole,445292,24
724,392553,145604,0.22466930853547978,4,11,1,Corp,445250,15
583,172468,47230,0.3043051732655798,5,9,0,Partner,459210,12
691,62760,67542,0.07743330076100796,4,8,0,Partner,445131,21
712,37611,16063,0.19512233082238686,4,10,0,LLC,444240,24
645,93887,74293,0.10531162648791498,4,9,0,LLC,722513,15
689,152530,187904,0.06764535791326068,4,10,1,Partner,722513,16
627,112318,33326,0.28085678849346857,5,11,1,Sole,722513,17
736,42801,15237,0.2340847935945396,4,11,0,Corp,444240,20
697,251071,253810,0.08243403858529345,4,10,0,Sole,445110,26
700,283692,61583,0.38388841076271046,4,8,1,Partner,459210,9
695,220377,136191,0.13484554779684413,4,9,1,Sole,445250,22
709,39963,10522,0.31650351644174113,4,12,1,Corp,722410,17
726,292309,107501,0.22659401617969444,4,10,1,Sole,722513,18
648,23255,27400,0.07072688564476885,4,9,0,LLC,445250,21
605,29500,8237,0.2984500829590061,5,8,0,Corp,459910,24
754,747496,603128,0.1032804534581935,4,11,1,Corp,445240,21
641,186434,77849,0.19956796704731808,4,8,0,Corp,722330,15
715,139758,36293,0.32090210233378336,4,9,0,Sole,445131,14
620,55616,13132,0.3529292313940502,5,12,0,LLC,722513,24
597,339198,93639,0.30186674355770565,5,10,1,Sole,722514,14
730,302109,161578,0.15581174417309288,4,9,0,LLC,722514,24
723,200275,102533,0.16277279835109995,4,8,0,LLC,445240,17
761,40609,43791,0.07727805561264492,4,12,1,LLC,458210,19
682,150256,100951,0.12403377216009087,4,8,0,Partner,445131,30
647,61451,44209,0.11583425697633212,4,10,0,Corp,458210,14
717,377192,233401,0.13467237358308948,4,10,1,Partner,459210,13
667,196663,98233,0.16683378633792445,4,10,0,Partner,445230,17
659,35147,11222,0.26099774252955504,4,8,0,Sole,445320,19
591,155128,120081,0.10765511057813754,5,12,0,Partner,445230,16
719,345175,171653,0.16757402045599745,4,10,0,Sole,441120,18
681,27061,19660,0.11470413699559173,4,9,0,Corp,445320,30
724,64645,58462,0.09214675059582862,4,9,1,Partner,722330,17
723,135037,51128,0.22009629426798102,4,10,0,Sole,445250,19
678,328425,68030,0.40230413053064823,4,11,1,Sole,445292,16
630,85965,70361,0.10181421526129532,5,10,0,Corp,445230,17
655,188832,119830,0.13131936910623382,4,8,0,Corp,445250,22
694,157748,70453,0.18658774880653295,4,12,0,Corp,441120,21
654,125640,52523,0.19934124098014203,4,11,0,LLC,722330,14
763,574490,270457,0.17701211899365393,4,13,1,LLC,722410,24
614,137939,357266,0.03217467283947162,5,11,1,Sole,458310,14
746,582504,272477,0.17815081639918232,4,13,0,LLC,445291,18
746,20960,21854,0.07992434642018242,4,10,1,LLC,445230,15
758,370775,296899,0.10406877984320145,4,9,0,Corp,445250,17
712,263229,382656,0.05732498641077103,4,12,1,Sole,722511,19
736,21801,9575,0.18973890339425586,4,11,1,Corp,445320,22
745,371457,118672,0.26084291155453687,4,9,0,Corp,722410,13
712,110890,19415,0.475963602025925,4,12,1,Sole,445292,17
776,60567,24478,0.20619535909796552,4,13,0,Sole,445230,13
725,59242,29866,0.16529944864840732,4,10,1,Corp,459210,17
780,80352,36191,0.1850183747340499,4,11,1,Partner,445291,21
672,609578,200040,0.25394004532426845,4,10,1,Partner,445240,17
777,370241,168838,0.18273976632432667,4,11,1,Corp,445291,21
689,564165,531698,0.08842190491594852,4,8,1,Corp,459210,19
684,366078,103114,0.29585216362472605,4,11,0,Corp,722410,17
700,93201,26837,0.28940455341506127,4,11,0,Partner,722410,11
784,275829,93794,0.24506631554257202,4,10,1,Partner,441120,22
667,849340,1054770,0.06710309672566847,4,11,1,LLC,445240,12
693,460426,81411,0.4712978999561894,4,8,1,Corp,444240,17
691,164871,165012,0.08326212639080795,4,8,1,Partner,459210,17
726,95005,69763,0.11348541968283091,4,8,0,Corp,445291,11
722,92287,37588,0.20460208931928628,4,11,1,LLC,458310,24
627,447003,266353,0.13985293952011052,5,12,0,Corp,722410,18
627,32484,8588,0.3152072659524918,5,8,0,Partner,722514,16
680,402447,150579,0.22272195990144708,4,12,0,Corp,445131,18
619,45143,32725,0.11495543672014259,5,11,1,Sole,722514,15
699,183119,179151,0.08517907612386572,4,10,0,LLC,459310,24
682,119433,70960,0.1402585963923337,4,12,0,Partner,722330,23
668,148371,77647,0.1592366736641467,4,8,0,Sole,459210,16
694,13416,8270,0.13518742442563483,4,8,1,Partner,445292,9
686,412885,373707,0.0920696784735992,4,9,0,Partner,444240,21
722,220252,40564,0.45247838806166385,4,11,1,Sole,441120,18
670,519677,180548,0.23986096033557094,4,8,1,Partner,459310,14
689,345550,204548,0.14077787772715125,4,10,1,Partner,445320,9
681,64292,22103,0.24239545159782233,4,12,1,Sole,722410,19
659,264945,118216,0.1867661737835826,4,11,0,Partner,445320,18
683,32288,16423,0.16383527167184234,4,10,0,Corp,722330,19
713,63027,25892,0.20285223234976055,4,12,1,Corp,459210,15
773,81394,15092,0.4494323703507377,4,9,0,Sole,441120,21
647,58194,17776,0.27281165616561653,4,12,0,Sole,722513,15
641,651971,289296,0.18780389865973487,4,11,0,LLC,445320,23
700,53542,45571,0.0979094892219467,4,12,1,Sole,445230,20
693,420274,143688,0.24374222853219013,4,11,0,Sole,722330,18
620,173074,37572,0.38387185492742826,5,8,0,Sole,445110,26
726,60893,26003,0.19514735479239576,4,11,1,Partner,459210,18
671,28375,119418,0.01980089545406332,4,11,0,Corp,459210,13
735,344642,566779,0.05067260196067015,4,10,1,Sole,445292,12
641,220292,74390,0.24677600035847114,4,11,0,Sole,722513,20
702,42315,39432,0.08942610062893082,4,8,0,Partner,459210,24
756,65631,36869,0.14834278119829666,4,11,1,LLC,722330,19
735,125166,141178,0.07388190794599725,4,12,1,Sole,722511,23
742,314962,296488,0.08852578631625338,4,9,1,Partner,445250,18
705,44190,19380,0.190015479876161,4,8,1,Partner,458210,13
709,432680,132208,0.2727268143128,4,9,1,LLC,445131,21
742,603686,301403,0.1669099732473355,4,11,0,Sole,441120,18
672,156556,52829,0.24695400884615143,4,12,0,Sole,445320,18
702,336015,125423,0.22325450674916084,4,10,0,Corp,459210,12
732,198524,72866,0.22704233341567628,4,11,0,Partner,722514,18
793,235397,133782,0.14662971600564104,4,9,0,Sole,444240,23
713,291690,1116873,0.021763889000808508,4,9,1,LLC,445110,12
761,375729,189613,0.16512976430940918,4,12,0,Corp,445250,22
714,96509,152528,0.052727477359348233,4,9,0,Sole,722513,11
676,218926,64053,0.28482402593685435,4,11,0,Partner,722514,16
699,80331,28647,0.23368066464202186,4,8,0,Corp,444240,13
699,85702,28700,0.2488443670150987,4,11,0,Corp,445240,22
777,109320,54763,0.16635319467523693,4,10,1,Corp,445230,17
676,354335,2258886,0.01307189325475773,4,9,0,Sole,444240,22
576,234158,184073,0.10600776141349719,5,12,0,Sole,458310,16
639,77236,36084,0.17837083841407086,4,9,0,Partner,445110,17
661,76709,33470,0.19098944328254158,4,8,0,Sole,458210,16
679,69176,20187,0.28556331632568815,4,9,1,Partner,445131,17
647,16681,17256,0.08055652140318342,4,11,1,Partner,459310,22
742,158193,105866,0.12452298188275744,4,13,0,LLC,722330,16
729,287204,161037,0.1486221592967248,4,12,0,Corp,459310,21
640,95183,37766,0.21002797931119702,4,11,1,LLC,445131,23
746,19556,6992,0.23307589626239514,4,12,1,Sole,722513,20
650,204501,69285,0.24596593779317313,4,9,0,LLC,722410,17
712,94637,123016,0.06410886930697363,4,10,1,Sole,722513,21
604,1167583,417865,0.23284693222292685,5,10,0,Partner,722330,20
695,14684,3543,0.3453758585003293,4,10,0,Sole,459310,22
717,377546,433497,0.07257758800330029,4,10,0,LLC,445131,26
629,139890,33893,0.34395007818723633,5,8,0,Sole,722330,21
735,75543,11352,0.554549859055673,4,10,1,LLC,459310,18
665,422377,335566,0.10489168549058407,4,10,0,LLC,444240,22
762,191956,152346,0.10500002188001874,4,11,1,Partner,445250,29
735,422102,264815,0.1328292078117428,4,11,0,Sole,458310,10
743,17872,15312,0.0972657610588645,4,11,1,LLC,445292,16
703,124669,89096,0.116605496692706,4,8,1,LLC,441120,27
698,169773,786145,0.017996361994288584,4,11,1,LLC,722511,14
731,197842,77840,0.21180412812607055,4,10,0,Corp,722511,17
654,134574,43471,0.2579765820892089,4,10,0,Sole,459310,17
670,448706,242393,0.1542625680884624,4,8,1,Corp,458210,20
693,190991,40576,0.3922495235278654,4,9,1,LLC,458210,26
691,396685,179794,0.18386088152737765,4,9,0,Partner,445291,16
659,222473,153841,0.12051024542655513,4,11,1,Partner,445110,24
648,192836,178347,0.09010337525535426,4,12,0,LLC,445131,21
695,146872,61216,0.19993683568565954,4,8,0,Corp,445291,18
677,201178,75103,0.2232245493966064,4,9,0,Corp,722514,16
676,280189,118004,0.19786688021874962,4,9,0,Corp,444140,12
734,70514,18324,0.32068143782289166,4,11,0,LLC,445230,16
728,167030,53058,0.26233869853116715,4,12,1,Partner,441120,27
695,36286,8241,0.3669255349269911,4,12,1,LLC,459210,16
582,252926,369029,0.057115204134815065,5,8,0,Corp,445291,18
674,856421,4662245,0.015307736222928369,4,8,1,Sole,445230,16
711,118359,24040,0.4102849417637271,4,8,1,Sole,445230,10
704,15002,3781,0.33064445032178436,4,11,0,Sole,722410,17
691,309038,196160,0.13128653480152258,4,11,0,Corp,441120,12
726,155217,156763,0.08251149824894904,4,10,0,Sole,459210,20
759,114060,80623,0.11789439738040014,4,12,1,Sole,445240,20
699,99427,32705,0.2533430158487489,4,8,0,LLC,445131,22
697,251499,409180,0.05122012317317562,4,10,1,LLC,459910,14
736,139444,141338,0.082216624922762,4,10,0,Corp,445110,21
780,19308,10949,0.14695405973148232,4,10,1,Partner,459310,19
662,148099,56497,0.21844670218477677,4,10,0,Partner,722410,12
729,22805,8877,0.2140832112951072,4,12,1,Partner,445320,23
667,22024,19058,0.09630251512925456,4,12,1,Sole,445230,22
597,193687,352823,0.04574697038836282,5,9,0,Partner,459910,13
737,91072,45535,0.16667032685480032,4,9,1,Partner,445230,18
512,25711,8708,0.24604769560557344,6,9,0,LLC,445320,21
637,35756,13839,0.21530939133367052,4,9,0,Sole,444240,21
644,42069,17253,0.20319654552831393,4,11,1,LLC,444140,19
722,115567,45074,0.2136616083181731,4,10,1,LLC,722330,23
696,49393,10483,0.3926436452669401,4,12,0,Sole,722514,19
758,259513,270171,0.08004590919578095,4,9,0,Sole,444140,18
629,1008876,519615,0.1617986393772312,5,8,0,Corp,458310,17
692,26860,6389,0.3503417331872489,4,12,0,LLC,459210,20
724,283639,67959,0.34780652059820383,4,10,0,Corp,445320,14
676,367782,378928,0.08088212008613774,4,8,0,Partner,458310,18
687,40583,53383,0.06335194100493914,4,9,1,Partner,441120,19
768,163073,100155,0.135683856688799,4,9,0,Partner,459910,20
691,31961,14090,0.18902886207712324,4,11,0,Corp,459910,18
633,70938,41217,0.14342382997306938,4,9,0,Sole,445250,18
680,168402,51232,0.27392059650218614,4,11,0,LLC,722410,14
679,383389,249412,0.1280976189330639,4,12,0,Sole,445250,10
760,110506,34509,0.26685309146406255,4,13,1,Partner,445292,13
743,663314,881976,0.06267309616890558,4,12,0,LLC,722330,15
731,180603,64938,0.23176337429548186,4,10,0,Partner,722513,23
689,189003,48946,0.32178829730723657,4,9,1,Partner,722330,18
687,23360,33164,0.05869818678888755,4,10,0,LLC,445250,15
596,31213,6203,0.41932666989091305,5,11,0,Corp,445291,17
709,509544,741516,0.0572637677406826,4,10,0,Partner,722511,14
648,165088,75943,0.18115340891633638,4,11,0,Corp,445291,16
601,62185,16155,0.3207727225833075,5,9,1,Sole,459210,8
601,250359,113841,0.18326657355434334,5,10,0,Partner,459910,15
691,550890,127694,0.35951180165082147,4,10,1,Sole,445250,21
682,90421,72668,0.10369190473569292,4,11,0,Corp,445250,17
667,400367,195399,0.1707476326217978,4,11,0,Corp,441120,20
736,843066,203059,0.3459856494910346,4,8,1,LLC,458210,25
652,356994,87531,0.33987387325633206,4,12,1,LLC,445292,21
686,72005,16923,0.3545716874470642,4,9,1,Partner,445320,13
657,356096,101998,0.2909338091596567,4,9,1,Sole,459210,13
771,567172,208038,0.22719086577131742,4,12,1,Corp,445291,20
718,291944,132150,0.1840988775381511,4,9,1,Corp,445230,21
653,693516,721787,0.08006932793192452,4,11,0,Sole,722513,16
707,83243,45538,0.15233248422562842,4,9,1,Partner,444240,20
773,101837,79731,0.10643810646632634,4,10,0,Corp,722511,18
809,390797,192029,0.16959113814406504,4,10,1,Partner,444140,15
638,71894,24244,0.24711956222845516,4,12,0,Sole,722330,19
706,174846,70043,0.20802221492511744,4,12,0,Partner,444240,13
719,564065,170555,0.2756026892595741,4,12,1,Corp,445230,17
592,72200,23917,0.2515644381262979,5,11,1,Sole,459910,17
638,398555,93166,0.3564918174727547,4,8,1,Partner,445240,16
723,766092,254594,0.25075610579982244,4,9,1,Sole,722513,15
745,227878,105204,0.18050486039821045,4,13,0,Partner,459310,17
685,81907,31646,0.2156855000105332,4,11,1,Sole,459910,19
696,70006,17507,0.3332286133165781,4,9,1,Partner,445131,24
652,414268,102811,0.3357844329238441,4,10,1,Sole,722511,13
635,234366,48429,0.40328109190774125,4,10,0,LLC,445110,15
727,462626,217309,0.1774071330072232,4,12,0,Partner,445320,13
733,493876,195003,0.21105487266007875,4,10,0,Partner,722514,20
699,95534,99054,0.08037198565092442,4,11,0,LLC,445240,26
731,43625,48433,0.0750607368254427,4,10,0,Corp,445110,17
676,19162,9075,0.17595959595959595,4,8,0,LLC,444240,16
766,12455,2537,0.40911181185126794,4,11,0,Corp,445110,18
693,44183,17409,0.2114950121584621,4,12,0,Partner,445250,19
722,172437,33521,0.42867903702156857,4,8,1,LLC,445291,15
657,310721,244696,0.10581871655714302,4,12,0,Partner,722513,16
673,17851,6680,0.22269211576846307,4,10,1,Sole,444240,18
683,351362,184127,0.15902158111882922,4,8,0,LLC,445240,16
719,663279,315700,0.17508156477668674,4,10,0,Sole,459310,25
630,188795,194459,0.08090608645867081,5,11,0,Partner,445240,20
666,788547,245586,0.2675732737208147,4,8,0,LLC,445250,21
671,59022,62994,0.07807886465377654,4,12,1,Corp,722410,17
633,44157,17897,0.20560708498631056,4,10,0,Sole,722513,15
788,29630,5678,0.4348655629916637,4,12,0,Corp,459310,23
767,158907,90349,0.1465677539319749,4,11,1,Sole,458310,16
669,107553,19258,0.4654039879530585,4,10,0,Sole,444140,14
684,233650,55258,0.35236225222290585,4,12,0,Corp,458210,14
654,79499,47907,0.13828702833963027,4,12,1,Sole,722330,20
667,169967,56155,0.252228949633455,4,8,0,LLC,444240,22
691,209945,97538,0.1793702625301592,4,10,0,Partner,459210,22
682,160669,96146,0.1392578301056033,4,11,1,Sole,458210,22
717,156780,193891,0.06738322046923272,4,12,0,Partner,445240,19
661,67634,35223,0.16001381672959905,4,11,0,Partner,444240,17
670,34288,19260,0.148355832467982,4,10,1,LLC,444140,23
621,130888,88741,0.12291199483140075,5,8,0,Sole,445240,11
737,37957,70096,0.045125019021532375,4,11,0,Sole,444140,16
668,57949,579238,0.008336958786083325,4,10,1,Sole,445240,13
611,828929,361485,0.19109345247151796,5,9,0,Corp,459310,10
693,334135,87096,0.3196999096782095,4,11,0,Partner,444140,19
689,422078,732293,0.04803154839205982,4,11,1,Sole,722514,22
706,25153,5928,0.3535903058929375,4,9,0,Corp,459210,19
686,45930,16882,0.22672076768155433,4,9,1,LLC,459210,22
585,248625,391418,0.052932542703708056,5,8,1,Sole,445291,20
762,89759,32731,0.22852698257513265,4,13,0,Partner,445320,17
726,84365,25011,0.2810929857529354,4,12,0,LLC,445230,15
680,75779,21856,0.2889328635919961,4,11,1,Corp,722513,18
724,35244,12142,0.24188766265854061,4,9,0,Partner,722330,17
701,126165,112892,0.09313104560110548,4,12,1,LLC,445320,19
645,32607,8629,0.31489743886893035,4,9,1,Partner,459910,15
700,614493,123091,0.416015386990113,4,8,0,Partner,459210,23
584,102606,32727,0.2612674550065695,5,12,1,Corp,445250,21
686,23223,7041,0.27485442408748756,4,8,1,Corp,722410,17
619,19640,17844,0.09172083987147875,5,11,1,Corp,445110,17
752,373566,633232,0.04916128685852894,4,13,1,Corp,458210,22
703,55490,103396,0.044722877738661716,4,12,1,Partner,459310,16
624,255278,93459,0.2276203112238165,5,12,0,Corp,722513,19
719,55631,43319,0.1070180905991982,4,11,0,Corp,459310,15
774,343725,130820,0.21895543494878458,4,9,1,Corp,445110,13
714,65017,20356,0.2661664046636536,4,11,1,Partner,722514,21
699,27550,6063,0.37866292814338337,4,11,1,Sole,722514,17
649,137020,46062,0.24789052436571,4,12,0,Partner,445131,15
683,256235,211294,0.10105784672857093,4,10,0,Sole,441120,11
675,89194,18954,0.39215117301537056,4,11,0,Sole,445250,26
677,108677,36263,0.24974262103705336,4,12,0,Corp,444240,18
677,889794,1641960,0.04515913907768764,4,11,0,Partner,445292,8
689,190438,111224,0.1426835335299336,4,8,1,Corp,445292,16
722,432934,71320,0.5058585716956441,4,9,1,Partner,722514,24
753,29339,8809,0.27754758391039464,4,10,0,Sole,445320,18
708,20286,7864,0.21496693794506613,4,10,1,Corp,445292,26
712,163776,90940,0.15007697382889817,4,9,0,Sole,459210,14
682,611475,170879,0.29820077364684955,4,12,0,LLC,459210,17
690,25061,18004,0.11599737095460268,4,8,1,LLC,441120,16
702,101902,75437,0.11256854505525583,4,10,1,LLC,459310,17
651,198335,76679,0.21554684681159988,4,9,0,Sole,445292,21
608,265904,58445,0.37913708044600336,5,11,0,Corp,459910,31
580,68572,50467,0.11322910680906995,5,11,0,Partner,459210,11
764,304368,90902,0.2790257640095927,4,10,1,Corp,441120,14
613,300834,104146,0.24071495784763697,5,8,0,Corp,722511,22
630,26548,174999,0.012641977001773344,5,10,0,Sole,459310,13
697,535231,633581,0.07039760241126759,4,8,1,Corp,445250,15
665,73046,23749,0.2563125464931857,4,8,0,LLC,444140,17
717,133506,46324,0.24016708401692427,4,10,1,Corp,722330,22
693,31053,27369,0.09455040374145932,4,11,0,Partner,444140,10
749,76619,38019,0.16794015273065221,4,12,1,Corp,459210,18
643,78821,66625,0.09858786741713571,4,9,0,LLC,445292,18
763,732521,1292354,0.047234284620674104,4,12,1,Corp,445230,23
640,33692,11073,0.2535597098046299,4,9,0,Partner,459210,14
744,38871,25105,0.12902808205536745,4,12,1,Corp,459210,23
697,25363,6327,0.33405774195247884,4,11,1,Sole,445131,14
812,76190,38674,0.16417145024219545,4,13,0,Corp,458310,19
686,172601,153296,0.09382773631840796,4,12,0,Partner,441120,21
698,126460,102237,0.10307748988461451,4,8,1,Corp,722330,25
688,255492,272308,0.07818719978847481,4,10,1,LLC,458210,18
617,526490,590436,0.07430808193718992,5,9,0,Partner,445292,17
714,13500,5178,0.21726535341830822,4,11,0,Corp,445131,20
699,180682,99938,0.15066174361437426,4,10,1,Partner,722514,21
648,243114,70897,0.2857596231152235,4,9,0,Partner,445230,16
748,167322,72966,0.19109585286297728,4,9,1,Partner,444240,26
666,23432,5389,0.36234304447330984,4,8,0,LLC,459210,25
702,422536,193648,0.18183163953840648,4,8,1,LLC,459210,20
718,521533,287094,0.15138276429787226,4,11,0,Corp,722330,13
593,27373,22790,0.10009141436302472,5,8,0,LLC,722511,19
652,21642,15232,0.11840204831932773,4,11,0,LLC,445291,19
712,135733,32687,0.34604225940995914,4,12,0,Sole,722514,14
751,236060,153730,0.1279624449792927,4,10,1,Partner,445250,12
645,41046,15871,0.21551887089660388,4,9,0,Partner,445110,14
765,86015,20481,0.3499788421789301,4,11,1,LLC,459310,19
716,301492,67884,0.3701068489383851,4,9,0,Corp,445292,17
700,73979,26011,0.2370119052195866,4,12,0,Partner,459210,24
711,62260,11228,0.4620888255551597,4,9,0,Partner,445250,28
762,88115,271911,0.0270048533037158,4,12,1,Partner,444240,16
726,876492,1023304,0.0713776160358994,4,9,1,Sole,444240,16
667,84202,20708,0.3388465005472925,4,12,0,Sole,459210,29
622,92966,30185,0.2566561758047595,5,8,0,Partner,722330,15
663,446873,122590,0.30377205862359624,4,9,0,Corp,445250,8
653,588457,1340542,0.03658078846715234,4,8,0,Sole,445110,12
670,313650,182897,0.1429083035807039,4,12,0,Corp,458310,14
754,503149,411621,0.10186332410963808,4,10,1,LLC,722410,15
687,368829,104002,0.2955303744158766,4,8,1,Partner,445291,22
675,192411,100327,0.15981988896309068,4,11,1,Partner,458210,22
658,62979,137574,0.03814856004768343,4,8,0,Sole,445110,17
553,13010,8920,0.12154334828101646,5,9,0,Sole,445230,13
669,57232,39681,0.12019186344430163,4,11,0,Sole,459910,24
709,364211,294175,0.10317299793206992,4,11,0,Corp,445291,11
726,102029,20739,0.4099723548226369,4,9,1,LLC,445291,21
693,276376,925005,0.02489860415168927,4,12,0,LLC,459310,13
710,344971,374606,0.0767408512766302,4,8,0,Corp,722514,18
724,438753,61112,0.598290843042283,4,12,0,Sole,444240,31
734,141872,55441,0.21324771679202514,4,10,0,Partner,444140,17
713,304844,115348,0.220234999017466,4,10,0,Corp,459210,27
694,42187,17860,0.196841172079134,4,9,1,Sole,445131,11
666,123071,90707,0.11306643000723943,4,8,0,Sole,722511,22
778,70870,16536,0.35715005644250924,4,13,0,LLC,722513,20
705,125494,72817,0.1436180196016498,4,9,0,Sole,722511,10
612,480012,253073,0.15806111280144464,5,8,1,LLC,445230,22
657,133250,32338,0.3433782753004721,4,8,1,LLC,722330,24
782,446422,218520,0.17024452376594057,4,12,1,Sole,445250,13
611,182783,55712,0.2734045926670496,5,9,1,Corp,445131,15
